locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNMODBO_02665	CDS	342	rsbV_2		COG1366	Anti-sigma-B factor antagonist
PLNMODBO_02666	CDS	2457	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
PLNMODBO_02667	CDS	519				hypothetical protein
PLNMODBO_02668	CDS	300				hypothetical protein
PLNMODBO_02669	CDS	387				hypothetical protein
PLNMODBO_02670	CDS	390				hypothetical protein
PLNMODBO_02671	CDS	243				hypothetical protein
PLNMODBO_02672	CDS	849				hypothetical protein
PLNMODBO_02673	CDS	993				hypothetical protein
PLNMODBO_02674	CDS	1206			COG4962	Putative conjugal transfer protein
PLNMODBO_02675	CDS	1191				hypothetical protein
PLNMODBO_02676	CDS	939		3.1.3.-	COG0560	putative phosphatase
PLNMODBO_02677	CDS	822				hypothetical protein
PLNMODBO_02678	CDS	996				hypothetical protein
PLNMODBO_02679	CDS	1290				hypothetical protein
PLNMODBO_02680	CDS	2298				hypothetical protein
PLNMODBO_02681	CDS	2013	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PLNMODBO_02682	CDS	1395	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
PLNMODBO_02683	CDS	459				hypothetical protein
PLNMODBO_02684	CDS	927	ephA	3.3.2.10		Epoxide hydrolase A
PLNMODBO_02685	CDS	1200		3.4.21.-	COG0265	Serine protease
PLNMODBO_02686	CDS	705	nudL	3.6.1.-		putative Nudix hydrolase NudL
PLNMODBO_02687	CDS	1305	nth	4.2.99.18		Endonuclease III
PLNMODBO_02688	CDS	675	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
PLNMODBO_02689	CDS	1170	aguA_2	3.5.3.12	COG2957	Agmatine deiminase
PLNMODBO_02690	CDS	600	ttgR			HTH-type transcriptional regulator TtgR
PLNMODBO_02691	CDS	831	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
PLNMODBO_02692	CDS	987				hypothetical protein
PLNMODBO_02693	CDS	465				hypothetical protein
PLNMODBO_02694	CDS	162				hypothetical protein
PLNMODBO_02695	CDS	996			COG0003	Putative ATPase
PLNMODBO_02696	CDS	1383				hypothetical protein
PLNMODBO_02697	CDS	393	whiB_4			Transcriptional regulator WhiB
PLNMODBO_02698	CDS	2232	pbpG		COG0744	Penicillin-binding protein 2D
PLNMODBO_02699	CDS	465	yqeY		COG1610	putative protein YqeY
PLNMODBO_02700	CDS	939				hypothetical protein
PLNMODBO_02701	CDS	816				hypothetical protein
PLNMODBO_02702	tRNA	75				tRNA-Pro(cgg)
PLNMODBO_02703	CDS	612				hypothetical protein
PLNMODBO_02704	CDS	996				hypothetical protein
PLNMODBO_02705	CDS	114				hypothetical protein
PLNMODBO_02706	CDS	969				hypothetical protein
PLNMODBO_02707	CDS	1014				hypothetical protein
PLNMODBO_02708	CDS	252				hypothetical protein
PLNMODBO_02709	CDS	1170				hypothetical protein
PLNMODBO_02710	CDS	651				hypothetical protein
PLNMODBO_02711	CDS	765				hypothetical protein
PLNMODBO_02712	CDS	708				hypothetical protein
PLNMODBO_02713	CDS	1200	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
PLNMODBO_02714	CDS	600				hypothetical protein
PLNMODBO_02715	CDS	1161	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PLNMODBO_02716	CDS	1437	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
PLNMODBO_02717	CDS	462				hypothetical protein
PLNMODBO_02718	CDS	1026	gbh_1	3.5.3.7		Guanidinobutyrase
PLNMODBO_02719	CDS	771	inhA_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
PLNMODBO_02720	CDS	2631	ramC_1	2.7.-.-	COG0515	putative SapB synthase
PLNMODBO_02721	CDS	1344	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PLNMODBO_02722	CDS	990				hypothetical protein
PLNMODBO_02723	CDS	246	acpM_1		COG0236	Meromycolate extension acyl carrier protein
PLNMODBO_02724	CDS	1230	pksS_1	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
PLNMODBO_02725	CDS	1596				hypothetical protein
PLNMODBO_02726	CDS	903	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
PLNMODBO_02727	CDS	1719	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
PLNMODBO_02728	CDS	1242	astD_1	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
PLNMODBO_02729	CDS	1305	tap_4			Multidrug efflux pump Tap
PLNMODBO_02730	CDS	1272				hypothetical protein
PLNMODBO_02731	CDS	663				hypothetical protein
PLNMODBO_02732	CDS	462				hypothetical protein
PLNMODBO_02733	CDS	381				hypothetical protein
PLNMODBO_02734	CDS	1791	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
PLNMODBO_02735	CDS	741	devR_2		COG2197	DNA-binding transcriptional activator DevR/DosR
PLNMODBO_02736	CDS	114				hypothetical protein
PLNMODBO_02737	CDS	1446	hmp_1	1.14.12.17		Flavohemoprotein
PLNMODBO_02738	CDS	1551	hemY_2	1.3.3.4	COG1232	Protoporphyrinogen oxidase
PLNMODBO_02739	CDS	375				hypothetical protein
PLNMODBO_02740	CDS	390				hypothetical protein
PLNMODBO_02741	CDS	1389	phrA	4.1.99.3		Deoxyribodipyrimidine photo-lyase
PLNMODBO_02742	CDS	1026				hypothetical protein
PLNMODBO_02743	CDS	846				hypothetical protein
PLNMODBO_02744	CDS	1872				hypothetical protein
PLNMODBO_02745	CDS	837				hypothetical protein
PLNMODBO_02746	CDS	906				hypothetical protein
PLNMODBO_02747	CDS	1239				hypothetical protein
PLNMODBO_02748	CDS	672				hypothetical protein
PLNMODBO_02749	CDS	1104	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PLNMODBO_02750	CDS	1272	ask	2.7.2.4	COG0527	Aspartokinase
PLNMODBO_02751	CDS	666				hypothetical protein
PLNMODBO_02752	CDS	600	recR		COG0353	Recombination protein RecR
PLNMODBO_02753	CDS	357			COG0718	Nucleoid-associated protein
PLNMODBO_02754	CDS	2718				hypothetical protein
PLNMODBO_02755	tRNA	86				tRNA-Ser(gga)
PLNMODBO_02756	CDS	702				hypothetical protein
PLNMODBO_02757	CDS	765				hypothetical protein
PLNMODBO_02758	CDS	561	lyc	3.2.1.17	COG3409	Autolytic lysozyme
PLNMODBO_02759	CDS	594	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
PLNMODBO_02760	CDS	639	cnrH			RNA polymerase sigma factor CnrH
PLNMODBO_02761	CDS	1026				hypothetical protein
PLNMODBO_02762	CDS	948	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_02763	CDS	1338				hypothetical protein
PLNMODBO_02764	CDS	1374	guaD	3.5.4.3	COG0402	Guanine deaminase
PLNMODBO_02765	CDS	723				hypothetical protein
PLNMODBO_02766	CDS	447				hypothetical protein
PLNMODBO_02767	CDS	768				hypothetical protein
PLNMODBO_02768	CDS	219				hypothetical protein
PLNMODBO_02769	CDS	735				hypothetical protein
PLNMODBO_02770	CDS	1074	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PLNMODBO_02771	CDS	2655	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
PLNMODBO_02772	CDS	960		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
PLNMODBO_02773	CDS	1056	purR_1			HTH-type transcriptional repressor PurR
PLNMODBO_02774	CDS	168				hypothetical protein
PLNMODBO_02775	CDS	588	comR_4			HTH-type transcriptional repressor ComR
PLNMODBO_02776	CDS	654	resA_1			Thiol-disulfide oxidoreductase ResA
PLNMODBO_02777	CDS	765				hypothetical protein
PLNMODBO_02778	CDS	1602	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
PLNMODBO_02779	CDS	2091				hypothetical protein
PLNMODBO_02780	CDS	312				hypothetical protein
PLNMODBO_02781	CDS	1254	eis_2	2.3.1.-	COG4552	N-acetyltransferase Eis
PLNMODBO_02782	CDS	1236	kdnA	2.6.1.109	COG0399	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
PLNMODBO_02783	CDS	1011	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
PLNMODBO_02784	CDS	1413				hypothetical protein
PLNMODBO_02785	CDS	1485	argD_1	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
PLNMODBO_02786	CDS	345				hypothetical protein
PLNMODBO_02787	CDS	1521		1.1.-.-	COG2303	putative GMC-type oxidoreductase
PLNMODBO_02788	CDS	1728	livQ	1.1.3.-		6'''-hydroxyparomomycin C oxidase
PLNMODBO_02789	CDS	1011	sbnA_2	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
PLNMODBO_02790	CDS	1146				hypothetical protein
PLNMODBO_02791	CDS	1023	glkA_1	2.7.1.2		Glucokinase
PLNMODBO_02792	CDS	1482				hypothetical protein
PLNMODBO_02793	CDS	543				hypothetical protein
PLNMODBO_02794	CDS	228				hypothetical protein
PLNMODBO_02795	CDS	1467	aam_3	3.5.1.13	COG0154	Acylamidase
PLNMODBO_02796	CDS	894				hypothetical protein
PLNMODBO_02797	CDS	780				hypothetical protein
PLNMODBO_02798	CDS	171	rpmF_2			50S ribosomal protein L32
PLNMODBO_02799	CDS	1191	yciC_3		COG0523	Putative metal chaperone YciC
PLNMODBO_02800	CDS	396	zur_1		COG0735	Zinc uptake regulation protein
PLNMODBO_02801	CDS	492				hypothetical protein
PLNMODBO_02802	CDS	651				hypothetical protein
PLNMODBO_02803	CDS	402				hypothetical protein
PLNMODBO_02804	CDS	297				hypothetical protein
PLNMODBO_02805	CDS	648				hypothetical protein
PLNMODBO_02806	CDS	786	upp	2.4.2.9		Uracil phosphoribosyltransferase
PLNMODBO_02807	CDS	258				hypothetical protein
PLNMODBO_02808	CDS	540				hypothetical protein
PLNMODBO_02809	CDS	516	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
PLNMODBO_02810	tRNA	88				tRNA-Ser(cga)
PLNMODBO_02811	CDS	948	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
PLNMODBO_02812	CDS	1032	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
PLNMODBO_02813	CDS	963				hypothetical protein
PLNMODBO_02814	CDS	429				hypothetical protein
PLNMODBO_02815	CDS	777			COG3305	putative protein
PLNMODBO_02816	CDS	276	tatA_1			Sec-independent protein translocase protein TatA
PLNMODBO_02817	CDS	1524	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
PLNMODBO_02818	CDS	2910	mgtA_1	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
PLNMODBO_02819	CDS	369	kmtR		COG0640	HTH-type transcriptional regulator KmtR
PLNMODBO_02820	CDS	165				hypothetical protein
PLNMODBO_02821	CDS	294				hypothetical protein
PLNMODBO_02822	CDS	810	sigF_4		COG1191	RNA polymerase sigma factor SigF
PLNMODBO_02823	CDS	837	sigF_5		COG1191	RNA polymerase sigma factor SigF
PLNMODBO_02824	CDS	753				hypothetical protein
PLNMODBO_02825	CDS	1140	pcm_3	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PLNMODBO_02826	CDS	885	azoB_4	1.7.-.-		NAD(P)H azoreductase
PLNMODBO_02827	CDS	1056				hypothetical protein
PLNMODBO_02828	CDS	894	leuO			HTH-type transcriptional regulator LeuO
PLNMODBO_02829	CDS	972	sigJ_4			ECF RNA polymerase sigma factor SigJ
PLNMODBO_02830	CDS	369				hypothetical protein
PLNMODBO_02831	CDS	309				hypothetical protein
PLNMODBO_02832	CDS	423	rhaS_2			HTH-type transcriptional activator RhaS
PLNMODBO_02833	CDS	414				hypothetical protein
PLNMODBO_02834	CDS	930				hypothetical protein
PLNMODBO_02835	CDS	432				hypothetical protein
PLNMODBO_02836	CDS	645	vatD	2.3.1.-		Streptogramin A acetyltransferase
PLNMODBO_02837	CDS	441				hypothetical protein
PLNMODBO_02838	CDS	1224				hypothetical protein
PLNMODBO_02839	CDS	669				hypothetical protein
PLNMODBO_02840	CDS	795				hypothetical protein
PLNMODBO_02841	CDS	540				hypothetical protein
PLNMODBO_02842	CDS	285				hypothetical protein
PLNMODBO_02843	CDS	279				hypothetical protein
PLNMODBO_02844	CDS	351				hypothetical protein
PLNMODBO_02845	CDS	216				hypothetical protein
PLNMODBO_02846	CDS	1530	oxyS_1	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
PLNMODBO_02847	CDS	681	tetR_1			Tetracycline repressor protein class A from transposon 1721
PLNMODBO_02848	CDS	1155	pcm_4	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PLNMODBO_02849	CDS	954				hypothetical protein
PLNMODBO_02850	CDS	312				hypothetical protein
PLNMODBO_02851	CDS	471				hypothetical protein
PLNMODBO_02852	CDS	2574	mdtD_3			Putative multidrug resistance protein MdtD
PLNMODBO_02853	CDS	861	yceI_2			Protein YceI
PLNMODBO_02854	CDS	237				hypothetical protein
PLNMODBO_02855	CDS	846				hypothetical protein
PLNMODBO_02856	CDS	1578	qacA_2		COG0477	Antiseptic resistance protein
PLNMODBO_02857	CDS	2079				hypothetical protein
PLNMODBO_02858	CDS	1407				hypothetical protein
PLNMODBO_02859	CDS	1998	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNMODBO_02860	CDS	750	tcrX		COG0745	putative transcriptional regulatory protein TcrX
PLNMODBO_02861	CDS	534	chrR_2	1.6.5.2	COG0431	Quinone reductase
PLNMODBO_02862	CDS	1719	npr_1	3.4.24.31		Mycolysin
PLNMODBO_02863	CDS	924				hypothetical protein
PLNMODBO_02864	CDS	1038	cdhR_5		COG4977	HTH-type transcriptional regulator CdhR
PLNMODBO_02865	CDS	783	kefF	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
PLNMODBO_02866	tRNA	75				tRNA-Met(cat)
PLNMODBO_02867	CDS	390				hypothetical protein
PLNMODBO_02868	CDS	429				hypothetical protein
PLNMODBO_02869	CDS	432				hypothetical protein
PLNMODBO_02870	CDS	786	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
PLNMODBO_02871	CDS	357				hypothetical protein
PLNMODBO_02872	CDS	1377				hypothetical protein
PLNMODBO_02873	CDS	648				hypothetical protein
PLNMODBO_02874	CDS	192				hypothetical protein
PLNMODBO_02875	CDS	195				hypothetical protein
PLNMODBO_02876	CDS	246				hypothetical protein
PLNMODBO_02877	CDS	891				hypothetical protein
PLNMODBO_02878	CDS	582				hypothetical protein
PLNMODBO_02879	CDS	207				hypothetical protein
PLNMODBO_02880	CDS	1239	xerC_2			Tyrosine recombinase XerC
PLNMODBO_02881	tRNA	74				tRNA-Arg(acg)
PLNMODBO_02882	CDS	918				hypothetical protein
PLNMODBO_02883	tRNA	92				tRNA-Ser(gct)
PLNMODBO_02884	CDS	522	sti_1			subtilase-type protease inhibitor
PLNMODBO_02885	CDS	4293				hypothetical protein
PLNMODBO_02886	CDS	654				hypothetical protein
PLNMODBO_02887	CDS	1653	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
PLNMODBO_02888	CDS	402				hypothetical protein
PLNMODBO_02889	CDS	456				hypothetical protein
PLNMODBO_02890	CDS	873				hypothetical protein
PLNMODBO_02891	CDS	186				hypothetical protein
PLNMODBO_02892	CDS	1026				hypothetical protein
PLNMODBO_02893	CDS	132				hypothetical protein
PLNMODBO_02894	CDS	480				hypothetical protein
PLNMODBO_02895	CDS	453				hypothetical protein
PLNMODBO_02896	CDS	855				hypothetical protein
PLNMODBO_02897	CDS	207				hypothetical protein
PLNMODBO_02898	CDS	1023	pcm_5	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PLNMODBO_02899	CDS	831				hypothetical protein
PLNMODBO_02900	CDS	534	sigE		COG1595	RNA polymerase sigma-E factor
PLNMODBO_02901	CDS	852				hypothetical protein
PLNMODBO_02902	CDS	1167				hypothetical protein
PLNMODBO_02903	CDS	414				hypothetical protein
PLNMODBO_02904	CDS	1194				hypothetical protein
PLNMODBO_02905	CDS	315				hypothetical protein
PLNMODBO_02906	CDS	978				hypothetical protein
PLNMODBO_02907	CDS	2556				hypothetical protein
PLNMODBO_02908	tRNA	88				tRNA-Ser(tga)
PLNMODBO_02909	CDS	1836				hypothetical protein
PLNMODBO_02910	CDS	843	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
PLNMODBO_02911	CDS	741				hypothetical protein
PLNMODBO_02912	CDS	969				hypothetical protein
PLNMODBO_02913	CDS	597				hypothetical protein
PLNMODBO_02914	CDS	723				hypothetical protein
PLNMODBO_02915	CDS	1608				hypothetical protein
PLNMODBO_02916	CDS	1473	pepPI	3.4.11.9		Xaa-Pro aminopeptidase 1
PLNMODBO_02917	CDS	672	aqdR_2			HTH-type transcriptional regulator AqdR
PLNMODBO_02918	CDS	495	rsbW_3	2.7.11.1		Serine-protein kinase RsbW
PLNMODBO_02919	CDS	831				hypothetical protein
PLNMODBO_02920	CDS	801				hypothetical protein
PLNMODBO_02921	CDS	651				hypothetical protein
PLNMODBO_02922	CDS	579				hypothetical protein
PLNMODBO_02923	CDS	2163				hypothetical protein
PLNMODBO_02924	CDS	1308		1.11.1.19	COG2837	Dye-decolorizing peroxidase
PLNMODBO_02925	CDS	927	pheA	4.2.1.51	COG0077	Prephenate dehydratase
PLNMODBO_02926	CDS	1251	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PLNMODBO_02927	CDS	846	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
PLNMODBO_02928	CDS	723				hypothetical protein
PLNMODBO_02929	CDS	684				hypothetical protein
PLNMODBO_02930	CDS	1053				hypothetical protein
PLNMODBO_02931	CDS	1524	stp_2			Multidrug resistance protein Stp
PLNMODBO_02932	CDS	1023				hypothetical protein
PLNMODBO_02933	CDS	825	bmrR		COG0789	Multidrug-efflux transporter 1 regulator
PLNMODBO_02934	CDS	318				hypothetical protein
PLNMODBO_02935	CDS	1392	lysA_3	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PLNMODBO_02936	CDS	711	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PLNMODBO_02937	CDS	1275	yycB_2		COG2807	putative transporter YycB
PLNMODBO_02938	CDS	435		1.1.98.-		F420H(2)-dependent quinone reductase
PLNMODBO_02939	CDS	423				hypothetical protein
PLNMODBO_02940	CDS	795	mltG_1	4.2.2.-		Endolytic murein transglycosylase
PLNMODBO_02941	CDS	453				hypothetical protein
PLNMODBO_02942	CDS	792				hypothetical protein
PLNMODBO_02943	CDS	912	bcrA_2			Bacitracin transport ATP-binding protein BcrA
PLNMODBO_02944	CDS	912				hypothetical protein
PLNMODBO_02945	CDS	1161	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_02946	CDS	879				hypothetical protein
PLNMODBO_02947	CDS	1779	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
PLNMODBO_02948	CDS	924				hypothetical protein
PLNMODBO_02949	CDS	1149				hypothetical protein
PLNMODBO_02950	CDS	573				hypothetical protein
PLNMODBO_02951	CDS	378				hypothetical protein
PLNMODBO_02952	CDS	1365		1.13.11.82		8'-apo-carotenoid 13,14-cleaving dioxygenase
PLNMODBO_02953	CDS	219				hypothetical protein
PLNMODBO_02954	CDS	264				hypothetical protein
PLNMODBO_02955	CDS	630				hypothetical protein
PLNMODBO_02956	CDS	702				hypothetical protein
PLNMODBO_02957	CDS	576				hypothetical protein
PLNMODBO_02958	CDS	900	htpX_1	3.4.24.-	COG0501	Protease HtpX 
PLNMODBO_02959	CDS	894	fgd_2	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
PLNMODBO_02960	CDS	936	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
PLNMODBO_02961	CDS	1164				hypothetical protein
PLNMODBO_02962	CDS	1737	dosT_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
PLNMODBO_02963	CDS	3648	btuD_18	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_02964	CDS	1002	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PLNMODBO_02965	CDS	1509	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
PLNMODBO_02966	CDS	267				hypothetical protein
PLNMODBO_02967	CDS	1080	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
PLNMODBO_02968	CDS	1077	cytR_1		COG1609	HTH-type transcriptional repressor CytR
PLNMODBO_02969	CDS	1056	apaH_2	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
PLNMODBO_02970	CDS	906				hypothetical protein
PLNMODBO_02971	CDS	900				hypothetical protein
PLNMODBO_02972	CDS	648	tam_6	2.1.1.144		Trans-aconitate 2-methyltransferase
PLNMODBO_02973	CDS	1782	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PLNMODBO_02974	CDS	1557				hypothetical protein
PLNMODBO_02975	CDS	426	ssgB_1			Sporulation-specific cell division protein SsgB
PLNMODBO_02976	CDS	771	pobR		COG1414	p-hydroxybenzoate hydroxylase transcriptional activator
PLNMODBO_02977	CDS	225				hypothetical protein
PLNMODBO_02978	CDS	318				hypothetical protein
PLNMODBO_02979	CDS	381				hypothetical protein
PLNMODBO_02980	CDS	555	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
PLNMODBO_02981	CDS	1137	metB_3	2.5.1.48	COG0626	Cystathionine gamma-synthase
PLNMODBO_02982	CDS	921	perR			HTH-type transcriptional regulator PerR
PLNMODBO_02983	CDS	480				hypothetical protein
PLNMODBO_02984	CDS	975				hypothetical protein
PLNMODBO_02985	CDS	1359	hmp_2	1.14.12.17		Flavohemoprotein
PLNMODBO_02986	CDS	633				hypothetical protein
PLNMODBO_02987	CDS	558				hypothetical protein
PLNMODBO_02988	CDS	429				hypothetical protein
PLNMODBO_02989	CDS	1257	ydhP_3		COG2814	Inner membrane transport protein YdhP
PLNMODBO_02990	CDS	582				hypothetical protein
PLNMODBO_02991	CDS	453	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
PLNMODBO_02992	CDS	759				hypothetical protein
PLNMODBO_02993	CDS	1155	ppaT	2.6.1.30	COG0075	Pyridoxamine--pyruvate transaminase
PLNMODBO_02994	CDS	1464	dap_3	3.4.11.19		D-aminopeptidase
PLNMODBO_02995	CDS	429				hypothetical protein
PLNMODBO_02996	CDS	744				hypothetical protein
PLNMODBO_02997	CDS	1098				hypothetical protein
PLNMODBO_02998	CDS	456				hypothetical protein
PLNMODBO_02999	CDS	807				hypothetical protein
PLNMODBO_03000	CDS	510				hypothetical protein
PLNMODBO_03001	CDS	489				hypothetical protein
PLNMODBO_03002	CDS	666	def_3	3.5.1.88		Peptide deformylase
PLNMODBO_03003	CDS	570				hypothetical protein
PLNMODBO_03004	CDS	894				hypothetical protein
PLNMODBO_03005	CDS	1125	tet(X)_2	1.14.13.231		Flavin-dependent monooxygenase
PLNMODBO_03006	CDS	1482				hypothetical protein
PLNMODBO_03007	CDS	1338	dinF		COG0534	DNA damage-inducible protein F
PLNMODBO_03008	CDS	879				hypothetical protein
PLNMODBO_03009	CDS	447	rplI		COG0359	50S ribosomal protein L9
PLNMODBO_03010	CDS	237	rpsR1_2		COG0238	30S ribosomal protein S18 1
PLNMODBO_03011	CDS	585	ssb2		COG0629	Single-stranded DNA-binding protein 2
PLNMODBO_03012	CDS	291	rpsF		COG0360	30S ribosomal protein S6
PLNMODBO_03013	CDS	318				hypothetical protein
PLNMODBO_03014	CDS	1119	femX	2.3.2.10		UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase
PLNMODBO_03015	CDS	1032				hypothetical protein
PLNMODBO_03016	CDS	1494				hypothetical protein
PLNMODBO_03017	CDS	2424	ponA1_2		COG0744	Penicillin-binding protein 1A
PLNMODBO_03018	CDS	678				hypothetical protein
PLNMODBO_03019	CDS	1083	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
PLNMODBO_03020	CDS	1260			COG0477	putative MFS-type transporter
PLNMODBO_03021	CDS	633				hypothetical protein
PLNMODBO_03022	CDS	1476		2.7.7.-	COG0617	A-adding tRNA nucleotidyltransferase
PLNMODBO_03023	CDS	2316				hypothetical protein
PLNMODBO_03024	CDS	2199	murJ			lipid II flippase MurJ
PLNMODBO_03025	CDS	1725				hypothetical protein
PLNMODBO_03026	CDS	426				hypothetical protein
PLNMODBO_03027	CDS	669				hypothetical protein
PLNMODBO_03028	CDS	936				hypothetical protein
PLNMODBO_03029	CDS	975	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
